order_id,return_date_key,return_reason,return_amt
131677,20250427,Size/fit,188.39
131711,20250417,Changed mind,5.24
131715,20250426,Other,21.05
131743,20250405,Changed mind,187.2
131747,20250420,Size/fit,78.51
131749,20250408,Defective,75.6
131754,20250417,Other,11.6
131765,20250412,Size/fit,17.47
131773,20250417,Size/fit,19.68
131787,20250411,Other,58.54
131798,20250407,Size/fit,20.34
131803,20250403,Size/fit,62.97
131822,20250413,Late delivery,34.4
131854,20250421,Size/fit,38.52
131862,20250406,Changed mind,143.84
131866,20250424,Size/fit,15.44
131873,20250415,Size/fit,183.68
131910,20250415,Size/fit,56.87
131922,20250427,Size/fit,9.73
131947,20250415,Size/fit,13.77
131951,20250502,Size/fit,34.72
131980,20250416,Other,71.44
131988,20250422,Other,28.15
131997,20250408,Size/fit,227.17
131998,20250420,Size/fit,31.66
132008,20250413,Defective,15.3
132011,20250406,Other,16.94
132013,20250502,Size/fit,126.41
132018,20250424,Size/fit,7.48
132022,20250502,Changed mind,68.74
132031,20250418,Defective,147.7
132033,20250420,Size/fit,341.29
132035,20250418,Other,77.2
132050,20250407,Size/fit,123.16
132053,20250416,Late delivery,25.67
132060,20250501,Size/fit,37.31
132090,20250425,Size/fit,36.66
132104,20250407,Size/fit,21.9
132151,20250409,Size/fit,79.39
132161,20250409,Defective,23.66
132178,20250423,Changed mind,17.78
132182,20250426,Size/fit,9.46
132186,20250503,Defective,126.46
132224,20250418,Size/fit,161.82
132250,20250420,Late delivery,106.58
132253,20250420,Defective,91.3
132265,20250419,Size/fit,200.0
132283,20250427,Late delivery,144.82
132289,20250503,Size/fit,108.71
132296,20250410,Defective,24.25
132297,20250410,Changed mind,85.95
132309,20250506,Defective,66.09
132310,20250429,Changed mind,20.38
132312,20250429,Late delivery,567.1
132340,20250424,Size/fit,403.08
132352,20250420,Defective,76.03
132362,20250421,Defective,11.99
132367,20250427,Size/fit,9.18
132373,20250502,Other,59.59
132377,20250429,Late delivery,81.93
132379,20250424,Size/fit,6.16
132409,20250420,Size/fit,16.53
132423,20250501,Size/fit,49.12
132507,20250426,Size/fit,79.31
132533,20250428,Changed mind,64.24
132542,20250508,Size/fit,20.43
132544,20250413,Late delivery,166.87
132549,20250503,Defective,30.23
132558,20250429,Defective,94.12
132580,20250420,Defective,38.93
132582,20250414,Size/fit,11.89
132600,20250501,Defective,45.6
132602,20250509,Changed mind,16.22
132615,20250507,Defective,190.63
132639,20250430,Changed mind,11.04
132648,20250507,Size/fit,53.84
132665,20250507,Size/fit,43.38
132691,20250506,Defective,77.67
132697,20250425,Late delivery,115.74
132704,20250501,Defective,75.48
132737,20250424,Defective,43.94
132738,20250502,Other,96.26
132750,20250512,Changed mind,37.23
132762,20250430,Changed mind,40.02
132767,20250425,Size/fit,10.67
132775,20250510,Late delivery,405.1
132790,20250424,Size/fit,38.04
132809,20250423,Late delivery,66.57
132865,20250428,Other,67.0
132915,20250430,Defective,238.29
132925,20250417,Defective,103.45
132933,20250504,Other,83.35
132939,20250508,Late delivery,275.84
132953,20250503,Late delivery,180.78
132968,20250506,Size/fit,10.87
132997,20250502,Changed mind,18.57
133001,20250430,Late delivery,37.72
133019,20250421,Changed mind,39.86
133028,20250517,Changed mind,115.21
133029,20250420,Late delivery,96.14
133039,20250504,Size/fit,151.31
133047,20250502,Other,72.65
133054,20250504,Late delivery,29.74
133068,20250424,Other,193.08
133079,20250428,Defective,18.52
133085,20250428,Other,85.67
133093,20250517,Size/fit,22.96
133098,20250504,Other,169.71
133102,20250506,Other,24.3
133113,20250512,Size/fit,48.67
133116,20250502,Size/fit,107.42
133117,20250507,Changed mind,29.48
133123,20250504,Late delivery,43.44
133137,20250502,Size/fit,92.73
133160,20250514,Defective,128.96
133202,20250430,Late delivery,83.82
133203,20250516,Size/fit,9.46
133263,20250511,Changed mind,51.38
133280,20250424,Size/fit,65.53
133285,20250515,Late delivery,72.08
133299,20250430,Other,39.96
133309,20250511,Late delivery,96.35
133313,20250423,Other,52.75
133316,20250508,Late delivery,97.67
133339,20250423,Size/fit,36.36
133340,20250518,Size/fit,26.85
133347,20250521,Size/fit,168.54
133348,20250509,Changed mind,26.82
133353,20250514,Late delivery,213.28
133380,20250515,Other,72.77
133405,20250517,Late delivery,32.08
133406,20250502,Size/fit,34.77
133414,20250428,Changed mind,39.62
133420,20250425,Defective,51.78
133427,20250515,Other,11.54
133438,20250425,Defective,48.75
133445,20250513,Size/fit,582.37
133454,20250514,Defective,95.82
133467,20250520,Size/fit,41.55
133468,20250427,Late delivery,530.94
133480,20250522,Size/fit,67.88
133490,20250427,Size/fit,65.73
133502,20250503,Defective,251.95
133524,20250502,Changed mind,286.78
133526,20250502,Changed mind,9.21
133528,20250429,Size/fit,39.83
133540,20250524,Late delivery,112.68
133553,20250523,Defective,87.59
133569,20250510,Size/fit,36.46
133570,20250520,Size/fit,158.7
133571,20250510,Size/fit,42.46
133587,20250522,Defective,150.25
133594,20250511,Size/fit,42.78
133599,20250507,Late delivery,51.46
133630,20250501,Defective,139.73
133631,20250427,Defective,185.62
133661,20250502,Defective,170.3
133704,20250512,Size/fit,24.01
133710,20250508,Changed mind,17.31
133712,20250521,Size/fit,29.38
133716,20250518,Late delivery,81.41
133732,20250525,Size/fit,12.27
133744,20250525,Changed mind,152.11
133769,20250515,Defective,138.65
133794,20250526,Defective,202.08
133813,20250522,Size/fit,653.39
133828,20250526,Late delivery,223.07
133837,20250508,Changed mind,40.06
133848,20250516,Size/fit,134.88
133872,20250516,Size/fit,163.03
133876,20250527,Size/fit,31.91
133877,20250514,Defective,465.93
133895,20250521,Size/fit,18.92
133906,20250510,Size/fit,28.87
133944,20250509,Other,26.86
133959,20250527,Defective,81.95
133977,20250512,Size/fit,212.51
133987,20250511,Size/fit,65.05
133993,20250521,Changed mind,90.98
134005,20250512,Size/fit,82.96
134008,20250520,Defective,66.18
134030,20250516,Changed mind,180.76
134040,20250522,Size/fit,43.77
134055,20250517,Size/fit,92.49
134070,20250508,Size/fit,23.63
134076,20250508,Changed mind,209.45
134085,20250523,Changed mind,110.28
134086,20250509,Late delivery,153.24
134104,20250601,Changed mind,49.2
134134,20250525,Late delivery,177.78
134139,20250525,Size/fit,104.29
134143,20250515,Changed mind,39.82
134164,20250517,Defective,26.03
134178,20250520,Size/fit,41.73
134205,20250527,Late delivery,112.11
134221,20250522,Late delivery,230.38
134225,20250529,Defective,26.7
134241,20250528,Changed mind,21.99
134242,20250529,Defective,31.76
134250,20250522,Changed mind,75.73
134259,20250531,Size/fit,22.44
134291,20250525,Size/fit,31.68
134294,20250520,Changed mind,69.48
134328,20250510,Defective,42.83
134333,20250531,Changed mind,255.53
134339,20250603,Defective,77.76
134353,20250524,Late delivery,16.68
134354,20250605,Size/fit,31.69
134366,20250525,Other,22.99
134380,20250520,Size/fit,229.13
134390,20250518,Changed mind,520.77
134391,20250513,Late delivery,31.5
134398,20250606,Changed mind,78.24
134402,20250602,Size/fit,58.68
134416,20250529,Defective,97.01
134465,20250518,Defective,78.34
134478,20250516,Defective,35.24
134491,20250530,Changed mind,233.2
134500,20250606,Size/fit,183.5
134530,20250523,Changed mind,64.81
134533,20250517,Changed mind,8.52
134544,20250530,Other,39.75
134559,20250520,Changed mind,61.38
134570,20250601,Defective,28.7
134577,20250519,Size/fit,21.65
134579,20250517,Late delivery,49.85
134587,20250515,Other,109.96
134591,20250525,Defective,45.53
134613,20250609,Changed mind,172.15
134616,20250514,Size/fit,44.1
134634,20250609,Size/fit,24.0
134636,20250606,Changed mind,25.46
134640,20250607,Size/fit,23.38
134642,20250531,Other,10.63
134644,20250606,Late delivery,226.45
134674,20250608,Size/fit,14.51
134680,20250523,Late delivery,32.12
134699,20250524,Other,18.83
134701,20250515,Size/fit,23.65
134713,20250529,Changed mind,227.18
134774,20250514,Other,20.86
134786,20250515,Defective,29.42
134790,20250522,Size/fit,20.21
134807,20250520,Late delivery,130.95
134851,20250605,Late delivery,86.18
134868,20250516,Size/fit,30.67
134886,20250601,Size/fit,101.65
134891,20250528,Other,61.51
134920,20250524,Size/fit,181.42
134922,20250524,Late delivery,12.23
134943,20250526,Size/fit,52.16
134979,20250520,Other,54.23
134997,20250519,Size/fit,162.32
134998,20250525,Size/fit,58.45
135000,20250525,Size/fit,26.51
135001,20250614,Size/fit,13.92
135008,20250609,Late delivery,38.04
135013,20250523,Defective,49.63
135020,20250525,Late delivery,141.02
135040,20250603,Size/fit,85.0
135044,20250601,Late delivery,160.74
135082,20250527,Defective,192.34
135095,20250601,Late delivery,71.56
135101,20250615,Size/fit,36.38
135103,20250518,Defective,17.32
135104,20250519,Size/fit,198.74
135114,20250608,Size/fit,54.81
135128,20250531,Size/fit,85.19
135152,20250522,Size/fit,96.45
135158,20250612,Other,30.68
135168,20250523,Other,32.24
135170,20250519,Size/fit,15.48
135172,20250606,Defective,28.86
135173,20250521,Other,32.52
135176,20250528,Size/fit,102.15
135177,20250606,Other,42.32
135180,20250603,Changed mind,79.22
135184,20250602,Size/fit,30.13
135196,20250521,Changed mind,158.92
135221,20250524,Defective,26.84
135224,20250612,Size/fit,90.61
135244,20250523,Other,38.56
135252,20250610,Changed mind,7.01
135254,20250613,Size/fit,36.42
135261,20250609,Size/fit,15.71
135265,20250615,Changed mind,50.05
135271,20250525,Size/fit,33.54
135275,20250611,Defective,82.31
135276,20250603,Defective,26.59
135286,20250608,Size/fit,15.58
135303,20250528,Late delivery,64.82
135332,20250615,Late delivery,18.26
135345,20250602,Size/fit,25.78
135382,20250619,Defective,29.78
135388,20250612,Defective,218.72
135397,20250529,Defective,109.54
135407,20250615,Defective,24.89
135408,20250524,Changed mind,275.15
135420,20250615,Defective,36.41
135431,20250527,Late delivery,83.19
135437,20250614,Other,25.1
135470,20250531,Other,114.91
135476,20250531,Changed mind,73.6
135483,20250606,Size/fit,27.27
135493,20250618,Size/fit,450.7
135511,20250609,Changed mind,73.91
135531,20250602,Size/fit,100.75
135534,20250616,Size/fit,380.9
135560,20250612,Defective,50.81
135581,20250608,Size/fit,221.9
135586,20250607,Other,20.38
135602,20250617,Size/fit,20.34
135605,20250612,Changed mind,99.86
135621,20250530,Size/fit,15.0
135632,20250602,Changed mind,64.88
135640,20250531,Changed mind,27.63
135652,20250608,Changed mind,48.16
135701,20250527,Size/fit,58.96
135703,20250618,Changed mind,27.7
135710,20250615,Changed mind,120.9
135719,20250605,Defective,394.68
135739,20250607,Changed mind,204.67
135770,20250603,Changed mind,37.18
135780,20250603,Late delivery,110.18
135782,20250623,Defective,29.66
135805,20250609,Defective,79.45
135809,20250607,Changed mind,40.72
135810,20250618,Late delivery,118.89
135813,20250606,Size/fit,76.53
135822,20250608,Other,32.06
135842,20250623,Size/fit,52.42
135868,20250620,Defective,112.34
135877,20250614,Defective,140.55
135904,20250619,Size/fit,142.94
135915,20250606,Late delivery,76.05
135934,20250530,Late delivery,239.14
135939,20250608,Late delivery,8.37
135962,20250606,Changed mind,68.57
135967,20250604,Late delivery,316.15
136002,20250620,Size/fit,396.78
136013,20250622,Changed mind,392.67
136029,20250604,Changed mind,84.9
136059,20250612,Other,149.08
136066,20250612,Late delivery,11.31
136075,20250624,Changed mind,51.25
136084,20250619,Late delivery,14.52
136109,20250610,Defective,156.29
136141,20250603,Other,12.71
136148,20250611,Late delivery,114.6
136153,20250626,Other,172.31
136183,20250616,Size/fit,39.71
136194,20250613,Changed mind,52.13
136199,20250608,Defective,32.21
136207,20250606,Changed mind,85.66
136225,20250629,Size/fit,18.99
136227,20250627,Defective,153.36
136229,20250630,Size/fit,6.78
136238,20250607,Size/fit,70.66
136247,20250625,Changed mind,22.98
136257,20250606,Other,29.34
136269,20250620,Other,173.58
136276,20250608,Size/fit,47.05
136306,20250620,Changed mind,152.32
136324,20250624,Size/fit,216.43
136326,20250622,Changed mind,224.26
136363,20250607,Size/fit,80.54
136382,20250610,Size/fit,188.66
136392,20250623,Size/fit,23.75
136399,20250628,Size/fit,169.86
136400,20250620,Size/fit,79.3
136404,20250629,Size/fit,32.16
136423,20250630,Changed mind,65.81
136429,20250628,Size/fit,87.0
136435,20250620,Changed mind,127.9
136440,20250608,Size/fit,69.15
136452,20250623,Changed mind,139.51
136485,20250620,Changed mind,17.69
136498,20250621,Other,24.69
136502,20250630,Size/fit,58.29
136505,20250630,Late delivery,61.05
136530,20250617,Changed mind,190.86
136549,20250629,Defective,382.25
136566,20250630,Defective,96.32
136582,20250622,Changed mind,54.48
136599,20250614,Other,20.97
136608,20250625,Changed mind,221.08
136623,20250614,Size/fit,16.01
136625,20250610,Late delivery,20.11
136631,20250618,Late delivery,64.19
136632,20250625,Size/fit,14.65
136687,20250611,Changed mind,28.53
136694,20250615,Size/fit,70.06
136697,20250612,Other,201.92
136705,20250614,Defective,79.71
136745,20250630,Defective,11.35
136753,20250612,Late delivery,65.06
136758,20250624,Changed mind,46.99
136767,20250630,Defective,67.3
136770,20250625,Defective,135.56
136807,20250614,Changed mind,34.74
136823,20250630,Other,81.75
136831,20250626,Size/fit,56.63
136836,20250615,Other,14.23
136859,20250630,Size/fit,61.08
136861,20250630,Other,73.66
136869,20250630,Late delivery,18.86
136891,20250630,Size/fit,84.07
136907,20250625,Changed mind,55.76
136920,20250627,Size/fit,18.31
136929,20250617,Size/fit,11.86
136951,20250616,Changed mind,6.73
136957,20250630,Changed mind,20.98
136965,20250630,Late delivery,41.87
136967,20250630,Size/fit,125.98
136971,20250630,Changed mind,8.1
137011,20250623,Changed mind,227.33
137032,20250618,Changed mind,22.32
137048,20250619,Late delivery,156.59
137060,20250630,Other,23.95
137068,20250630,Late delivery,89.94
137104,20250616,Late delivery,140.95
137114,20250628,Size/fit,65.53
137115,20250618,Size/fit,169.64
137117,20250629,Size/fit,282.38
137134,20250619,Defective,37.99
137146,20250620,Changed mind,23.58
137160,20250630,Size/fit,15.98
137163,20250630,Other,40.5
137179,20250630,Size/fit,60.57
137222,20250618,Size/fit,181.97
137227,20250623,Late delivery,112.75
137241,20250629,Defective,125.21
137249,20250619,Changed mind,24.15
137265,20250630,Size/fit,72.98
137270,20250630,Late delivery,10.93
137272,20250630,Defective,27.17
137278,20250618,Changed mind,243.87
137289,20250630,Changed mind,83.54
137295,20250630,Other,167.68
137301,20250617,Size/fit,92.08
137312,20250629,Defective,59.36
137349,20250628,Late delivery,142.16
137382,20250630,Size/fit,115.34
137386,20250630,Size/fit,22.25
137398,20250628,Other,107.74
137404,20250630,Size/fit,26.57
137408,20250619,Size/fit,47.4
137443,20250620,Defective,18.99
137455,20250630,Size/fit,14.99
137471,20250624,Late delivery,31.0
137503,20250630,Size/fit,32.61
137511,20250627,Changed mind,51.71
137523,20250627,Changed mind,17.13
137531,20250630,Changed mind,111.38
137541,20250630,Size/fit,11.94
137549,20250630,Other,276.92
137558,20250630,Late delivery,71.19
137567,20250630,Changed mind,66.8
137568,20250630,Defective,70.47
137577,20250627,Other,43.53
137587,20250627,Defective,7.65
137588,20250630,Late delivery,8.04
137591,20250630,Size/fit,72.69
137596,20250628,Size/fit,314.96
137624,20250629,Size/fit,91.99
137627,20250630,Changed mind,29.62
137651,20250630,Other,18.37
137661,20250630,Size/fit,394.37
137665,20250630,Defective,55.29
137668,20250623,Changed mind,105.09
137678,20250630,Size/fit,25.45
137715,20250624,Size/fit,46.95
137719,20250626,Changed mind,12.64
137731,20250630,Defective,37.45
137732,20250630,Size/fit,55.23
137736,20250630,Size/fit,40.35
137742,20250630,Other,24.26
137752,20250630,Size/fit,58.38
137755,20250630,Other,38.22
137769,20250630,Late delivery,90.9
137796,20250630,Size/fit,30.67
137798,20250630,Late delivery,63.12
137834,20250628,Size/fit,313.37
137866,20250630,Defective,223.33
137871,20250630,Late delivery,39.16
137873,20250630,Size/fit,72.16
137883,20250627,Late delivery,29.67
137902,20250630,Late delivery,47.84
137912,20250630,Late delivery,92.01
137921,20250628,Defective,34.97
137967,20250627,Size/fit,243.3
137985,20250630,Late delivery,327.52
137991,20250630,Defective,27.22
137997,20250630,Size/fit,48.73
138004,20250630,Changed mind,233.69
138010,20250630,Size/fit,39.48
138013,20250630,Defective,40.25
138015,20250630,Late delivery,22.78
138031,20250630,Defective,147.12
138041,20250630,Size/fit,33.71
138044,20250630,Size/fit,14.82
138056,20250630,Changed mind,50.24
138093,20250630,Changed mind,88.4
138106,20250630,Size/fit,350.31
138132,20250630,Changed mind,91.84
138155,20250630,Late delivery,25.7
138169,20250630,Changed mind,120.89
138171,20250630,Other,244.7
138222,20250630,Changed mind,67.69
138228,20250630,Size/fit,47.94
138234,20250630,Late delivery,55.19
138252,20250630,Late delivery,16.03
138290,20250630,Other,12.62
138302,20250630,Changed mind,114.03
138307,20250630,Changed mind,28.56
138310,20250630,Defective,71.68
138319,20250630,Changed mind,198.44
138330,20250630,Defective,136.03
138337,20250630,Defective,39.2
138343,20250630,Size/fit,242.74
138348,20250630,Late delivery,57.02
138351,20250630,Size/fit,61.54
138353,20250630,Size/fit,16.23
138374,20250630,Changed mind,62.69
